time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.0030882752423443214,0.0009732014278685918,9.987455928975624,4.479805391501422,3.475210315701659,0.0,-0.14630902199012147,0.026339508479191934,-0.43755168599078587,0.7319941708143574,0.6445735317062431,0.0,-231.1218442601257,-316.9315171364433,-209.54766796155957,311.97032751995425
0.12000000000000001,-0.004496824163788637,0.009936681538026147,9.949065391470727,0.1411081022440328,4.385967964744427,0.0,0.15880607410731787,0.12719003312580818,-0.8445898114346578,-2.5530473092286807,2.181683621194569,0.0,-187.9910418640246,-385.75149882040574,-544.1172525924553,237.06892777232338
0.18,0.009687787706643528,0.016597986483242854,9.87750755311951,0.8946790678055168,4.215050849396153,0.0,0.20926888395955387,0.014509023899545975,-1.6062710571864682,-2.8840715041530594,4.91900645135956,0.0,-53.813646314313516,-460.75579550668425,-521.8585021291657,491.2314525817485
0.23999999999999996,0.02832424138418761,0.012296586132054015,9.764092030482349,1.0734220440444027,1.2470232709175626,0.0,0.4071311262775278,-0.16728285454159797,-2.0813895062493213,-3.777338395211134,6.754207507859724,0.0,-238.32968836352242,-469.9203147758991,-532.8871585196263,457.07843828994544
0.3,0.04769717472133542,0.005018182277683429,9.62320491760755,1.0376838989948682,4.431105850277689,0.0,0.23253518895268824,-0.11930013673648321,-2.6385355915720754,-3.929866999361823,7.794277809957805,0.0,-73.37962502403863,-361.4167776422005,-502.05399200402053,476.0691223488046
0.36000000000000004,0.07245373540339194,-0.003403579727776625,9.44688310475658,5.959747465270148,1.9832665527407247,0.0,0.5454527991793612,-0.18287683084173673,-3.1634644264176974,-5.102191267725482,9.173083558887722,0.0,-30.610176570495618,-410.3024276085964,-434.8860085202801,292.1171150308485
0.4200000000000001,0.09467846226565207,-0.012564781482697743,9.237069168280106,2.316813438898599,4.2090018239101745,0.0,0.26949831138586283,-0.05754796502485597,-3.747729375044769,-7.474149573434629,10.475587617371726,0.0,-62.13135532170491,-435.1800724674394,-486.9152867118175,172.228020242797
0.48000000000000015,0.11851049761239553,-0.01783982516096069,8.996702920432678,2.3337180927269845,4.860314707790614,0.0,0.5322791948993966,-0.0986987554529793,-4.2820624612123535,-7.711346080087497,10.42219555377428,0.0,-62.583805572722234,-326.54167065548603,-367.1348414710825,248.68074588396286
0.5400000000000001,0.16872426488234568,-0.018545563366362566,8.72189348787889,0.8905326106502862,2.8395225709101695,0.0,1.141789083593563,0.07329971831386331,-4.875870247923751,-9.61987271988274,11.810513129483688,0.0,-62.51591574902309,-470.5073342546092,-594.8449767112992,382.2607798741957
0.6000000000000002,0.2357716021696448,-0.025751636024934625,8.406155619079497,1.6251207470462479,3.7796717131038378,0.0,1.1561872562983018,-0.333783798144446,-5.5943108396768135,-10.016774231416171,11.643207987824107,0.0,58.16757264053878,-354.607593327974,-504.6358152112804,364.68326045110143
0.6600000000000003,0.31632952006045945,-0.05174824300806438,8.054660357805602,1.263169173133754,6.02293229118747,0.0,1.5492163454566166,-0.3775543245405523,-6.114669290753163,-10.186909733152927,12.070702611291875,0.0,-102.79577572079994,-421.1577779679808,-488.6413589086133,357.01227937244363
0.7200000000000003,0.4132022090506094,-0.06791475393225241,7.67698782224041,4.712716185098179,3.4907664430077467,0.0,1.7554105034150427,-0.21142867231030807,-6.587722203962695,-11.298834047401893,13.431053458334876,0.0,-67.29313657267213,-507.5431503062453,-631.3587610116181,456.47953692180187
